"gender","genderID","ethnicity","citizen","English","Exam1","Exam2","attraction","Muslim","religious","conservative_self","conservative_parents","sexualOrientation","familyKnowsSexualOrientation","age_sexual_orientation","changeSexualOrientation","sameSexExperience","dateTransgender","MFS_self","MFS_present","MFS_attraction","gayFeelings","lesbianFeelings","sexPartners","relationship","sexInSeriousRelationship","seriousSex","sexBeforeMarriage","children","abortion","bed","birthMonth","TProll","TPconfig","foodPreference","burgers","InnocentVsGuilty","sexVsLove","attendance","version"
"Female","Female","White","Yes","Yes",82,82,5,"No",9,3,3,"straight","Yes",5,"No","No","No",8,8,0,0,0,7,3,9,9,"Yes - I already have",2,"Legal most of the time","No","April","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","Hispanic","Yes","Yes",91,90,45,"No",3,5,5,"straight","Yes",10,"No","No","No",2,4,7,7,7,4,3,7,5,"Yes - I already have",3,"Always Legal","No","December","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","East Asian","No","Yes",90,85,10,"No",3,1,3,"straight","Yes",10,"No","No","No",3,5,7,5,5,0,3,4,4,"Yes - I would",3,"Legal most of the time","No","April","Under","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","East Asian","No","No",86,91,10,"Uncertain",3,3,5,"straight","Yes",7,"No","No","No",0,0,10,3,3,0,0,5,5,"Yes - I would",3,"Legal most of the time","No","April","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Male","Male","East Asian","No","No",96,100,60,"No",2,2,2,"straight","Yes",9,"No","No","No",6,5,7,1,1,0,0,5,7,"Yes - I would",2,"Neutral","No","December","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","East Asian","Yes","No",91,90,15,"No",7,3,7,"straight","Yes",13,"No","No","No",2,4,7,3,2,0,0,6,8,"Unsure",2,"Legal most of the time","No","June","Over","FOLD","Burger King","Mcdonalds","Innocent Executed","No Love","wedding",2
"Male","Male","White","Yes","Yes",95,98,10,"No",0,1,1,"straight","Yes",10,"No","No","Yes",1,1,9,0,0,1,1,4,0,"Yes - I already have",4,"Always Legal","No","September","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","Hispanic","Yes","Yes",72,70,25,"Uncertain",5,6,7,"bi","No",17,"Yes","No","Yes",10,10,0,0,0,1,1,8,9,"Yes - I already have",4,"Neutral","Yes","April","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","East Asian","No","No",92,98,10,"No",0,5,7,"straight","Yes",9,"No","No","No",2,4,8,0,0,0,0,5,5,"Unsure",2,"Legal most of the time","No","March","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",89,90,45,"Uncertain",6,5,5,"straight","Yes",4,"No","No","No",9,9,2,0,0,1,1,7,10,"Yes - I already have",2,"Neutral","Yes","April","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Male","Male","Other","Yes","Yes",87,96,15,"No",7,3,8,"straight","Yes",2,"No","No","No",9,9,2,5,5,0,0,8,10,"Unsure",3,"Legal most of the time","Yes","December","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Hispanic","Yes","Yes",85,87,20,"Uncertain",5,5,5,"straight","Yes",8,"No","No","Yes",9,9,0,0,0,3,3,6,5,"Yes - I already have",2,"Always Legal","Yes","October","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","White","Yes","Yes",94,99,90,"Yes",10,7,9,"straight","Yes",7,"No","No","No",7,8,2,0,1,6,1,8,8,"Yes - I already have",3,"Always Illegal","No","August","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",94,97,25,"No",0,2,1,"straight","Yes",10,"No","Yes","Yes",6,8,3,0,0,2,5,5,1,"Yes - I already have",3,"Always Legal","No","May","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","White","Yes","Yes",79,88,10,"No",0,3,3,"straight","Yes",13,"No","No","No",8,8,0,0,0,4,0,8,6,"Yes - I already have",2,"Legal most of the time","No","May","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",2
"Female","Female","East Asian","No","No",92,97,20,"Uncertain",3,7,5,"straight","Yes",10,"No","No","No",6,7,5,0,0,0,0,3,3,"Yes - I would",1,"Always Legal","No","March","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","East Asian","No","No",99,94,5,"No",0,5,5,"straight","Yes",8,"No","No","No",8,6,2,5,5,0,0,1,8,"No",1,"Legal most of the time","No","March","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","East Asian","No","No",93,95,5,"Uncertain",3,5,5,"straight","Yes",6,"No","No","No",0,3,8,0,0,0,0,5,2,"Unsure",1,"Neutral","Yes","April","Under","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","Yes",73,89,15,"No",7,3,3,"straight","Yes",8,"No","No","No",8,9,2,0,0,0,0,5,7,"Yes - I would",2,"Always Legal","Yes","June","No preference","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",1
"Female","Female","East Asian","No","No",88,87,40,"Uncertain",1,5,5,"straight","Yes",6,"No","No","No",5,5,9,0,0,0,0,8,8,"Yes - I would",2,"Neutral","No","October","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",1
"Male","Male","White","Yes","Yes",88,89,40,"No",3,1,3,"straight","Yes",13,"No","No","No",3,5,9,0,0,1,1,7,7,"Yes - I already have",2,"Always Legal","No","August","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Yes",58,79,50,"Yes",8,7,7,"straight","Yes",2,"No","No","No",6,6,0,0,0,3,1,10,6,"Yes - I already have",3,"Always Legal","Yes","April","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Male","Male","Hispanic","Yes","Yes",92,87,25,"No",5,5,7,"straight","Yes",7,"No","No","No",7,7,5,0,0,3,2,6,2,"Yes - I already have",3,"Legal most of the time","No","June","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","East Asian","No","No",98,99,65,"Yes",2,4,5,"bi","Yes",12,"No","No","No",6,4,3,3,3,2,3,5,2,"Yes - I already have",2,"Legal most of the time","Yes","June","Over","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Yes",96,91,15,"No",0,2,2,"bi","Some do",15,"Yes","Yes","Yes",4,3,6,0,0,1,1,5,3,"Yes - I already have",2,"Legal most of the time","Yes","May","Over","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","Yes",92,90,45,"No",7,2,6,"straight","Yes",12,"No","Yes","No",4,5,8,0,0,7,2,6,8,"Yes - I already have",3,"Always Legal","No","January","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",96,99,30,"Yes",7,4,3,"straight","Yes",2,"No","No","No",2,3,9,0,0,0,0,1,9,"Unsure",2,"Always Legal","Yes","September","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","East Asian","No","No",92,92,15,"Uncertain",3,3,5,"straight","Yes",10,"No","No","No",1,1,8,1,3,1,3,6,7,"Yes - I already have",2,"Neutral","No","July","Under","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","White","Yes","Yes",97,100,15,"No",8,5,5,"straight","Yes",2,"No","No","No",8,9,2,0,0,1,1,6,0,"Yes - I already have",3,"Always Legal","Yes","January","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","White","Yes","Yes",88,98,60,"No",6,4,4,"straight","Yes",8,"No","No","No",3,3,7,0,0,1,2,8,9,"Yes - I already have",2,"Always Illegal","No","November","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Black","Yes","Yes",81,80,10,"No",8,2,4,"straight","Yes",4,"No","No","No",7,5,8,2,2,1,2,7,7,"Yes - I already have",2,"Legal most of the time","No","January","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Hispanic","Yes","No",91,82,5,"Yes",3,2,4,"straight","Yes",8,"No","No","No",7,8,2,0,0,3,5,10,10,"Yes - I already have",1,"Always Legal","Yes","October","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Male","Male","South Asian","Yes","Yes",95,99,20,"Yes",0,10,0,"straight","Yes",2,"No","No","No",10,10,0,10,10,0,0,0,0,"No",2,"Illegal most of the time","No","November","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Black","Yes","Yes",87,91,20,"Uncertain",8,5,5,"straight","Yes",2,"No","No","No",0,0,10,5,5,0,0,7,5,"Yes - I would",3,"Legal most of the time","No","April","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Black","Yes","Yes",81,97,35,"No",8,5,5,"straight","Yes",2,"No","No","No",1,1,9,0,0,0,0,7,5,"Unsure",3,"Neutral","Yes","March","No preference","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Male","Male","South Asian","Yes","Yes",93,88,50,"No",6,5,5,"straight","Yes",10,"No","No","No",0,0,10,5,5,0,0,5,8,"Yes - I would",2,"Neutral","No","May","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Yes",60,87,5,"Yes",7,8,9,"straight","Yes",2,"No","No","No",7,8,2,4,4,0,0,7,3,"Yes - I would",5,"Legal most of the time","No","March","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Other","East Asian","Yes","Yes",88,96,10,"No",0,0,8,"asexual","No",16,"Yes","No","Yes",5,4,5,0,0,3,2,0,0,"Yes - I already have",0,"Always Legal","No","December","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","White","Yes","Yes",85,97,10,"Yes",0,3,2,"straight","Yes",12,"No","No","No",5,5,8,2,2,0,0,8,8,"Yes - I would",0,"Legal most of the time","No","April","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","wedding",1
"Female","Female","White","Yes","Yes",83,83,10,"No",5,3,5,"straight","Yes",13,"No","No","Yes",5,4,6,0,0,1,2,4,7,"Yes - I already have",2,"Legal most of the time","No","October","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Hispanic","Yes","Yes",78,63,35,"Uncertain",5,0,0,"straight","Yes",7,"No","Yes","No",5,5,3,0,0,3,2,8,5,"Yes - I already have",2,"Always Legal","No","September","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Male","Male","East Asian","Yes","Yes",73,95,90,"No",2,9,9,"straight","Yes",2,"No","No","No",8,9,3,9,9,7,2,8,8,"Yes - I already have",4,"Neutral","Yes","February","Over","FOLD","Burger King","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","Yes",98,95,40,"Uncertain",8,5,5,"straight","Yes",8,"No","No","No",8,8,3,2,2,0,0,7,9,"Yes - I would",6,"Legal most of the time","Yes","June","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","Yes",95,99,15,"No",3,1,0,"straight","Yes",5,"No","No","No",3,3,7,0,0,0,0,3,9,"Yes - I would",4,"Always Legal","No","March","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","East Asian","Yes","No",96,96,5,"No",0,3,3,"straight","Yes",14,"No","Yes","No",8,8,3,0,0,0,1,9,2,"Yes - I would",3,"Always Legal","No","April","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","East Asian","No","No",99,99,65,"Uncertain",0,5,5,"straight","Yes",14,"No","No","No",5,6,0,4,3,0,1,9,8,"Yes - I would",2,"Legal most of the time","No","June","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Other","Hispanic","No","No",79,77,20,"No",7,5,8,"straight","Yes",6,"No","No","No",9,9,3,5,5,0,0,0,10,"No",5,"Illegal most of the time","No","December","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","East Asian","No","No",95,89,20,"Uncertain",0,8,4,"asexual","No",19,"Yes","No","No",5,5,5,0,0,0,0,0,10,"Unsure",0,"Always Legal","No","April","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","Yes",50,74,70,"Uncertain",3,5,8,"straight","Yes",5,"No","No","Yes",10,7,0,0,0,20,2,6,6,"Yes - I already have",2,"Always Legal","Yes","March","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",1
"Male","Male","East Asian","No","No",90,88,0,"Yes",4,5,7,"straight","Yes",10,"No","No","No",8,8,6,3,5,0,1,9,7,"Yes - I would",2,"Always Legal","Yes","April","Over","FOLD","Burger King","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Yes",78,93,40,"Uncertain",8,8,9,"straight","Yes",2,"No","No","No",0,0,10,5,3,4,1,8,9,"Yes - I already have",4,"Always Illegal","Yes","May","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","White","Yes","Yes",72,84,80,"Yes",3,9,9,"straight","Yes",7,"No","No","No",4,2,5,4,4,0,1,7,10,"Yes - I would",2,"Legal most of the time","No","March","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","Hispanic","Yes","Yes",95,95,5,"Uncertain",1,4,8,"straight","Yes",13,"No","No","No",0,0,10,5,6,0,2,0,0,"Unsure",0,"Always Illegal","Yes","January","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",1
"Female","Female","East Asian","No","No",94,94,20,"Uncertain",0,5,5,"bi","Some do",15,"Yes","No","No",7,7,2,0,0,1,1,7,10,"Yes - I already have",2,"Illegal most of the time","Yes","April","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","Yes",88,94,20,"Yes",3,8,9,"straight","Yes",4,"No","No","No",1,2,8,5,5,0,0,8,8,"Yes - I would",0,"Illegal most of the time","Yes","April","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",2
"Female","Female","East Asian","No","No",98,100,30,"Uncertain",6,4,5,"straight","Yes",10,"Yes","No","No",9,8,3,0,0,0,0,8,8,"Yes - I would",2,"Always Legal","Yes","October","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","Yes",84,90,10,"No",6,3,7,"straight","Yes",3,"No","No","No",0,1,9,0,0,3,1,6,7,"Yes - I already have",3,"Always Legal","No","March","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Yes",83,97,35,"No",3,0,2,"straight","Yes",4,"No","No","No",9,9,0,0,0,6,1,7,3,"Yes - I already have",0,"Always Legal","No","July","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",1
"Male","Male","Other","Yes","Yes",9,8,50,"No",0,5,7,"straight","Yes",10,"No","No","No",4,3,7,9,2,6,8,4,7,"Yes - I already have",1,"Legal most of the time","Yes","June","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Male","Male","White","Yes","Yes",98,94,25,"Yes",7,3,3,"straight","Yes",2,"No","No","No",8,7,5,2,2,5,2,8,5,"Yes - I already have",3,"Illegal most of the time","No","May","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",2
"Female","Female","White","Yes","Yes",94,89,25,"No",10,6,5,"straight","Yes",2,"No","No","No",0,0,10,5,5,0,1,5,10,"Unsure",2,"Illegal most of the time","No","September","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","Yes",89,94,5,"Yes",10,8,10,"straight","Yes",5,"No","No","No",10,10,0,4,6,1,1,7,10,"Yes - I already have",4,"Legal most of the time","Yes","August","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","Yes",93,98,10,"Uncertain",5,6,6,"straight","Yes",14,"No","No","No",8,9,2,0,0,3,3,6,6,"Yes - I already have",4,"Legal most of the time","No","March","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",1
"Female","Female","Other","Yes","Yes",89,94,10,"No",0,0,0,"gay/lesbian","Some do",15,"No","Yes","No",4,6,2,0,0,0,2,5,3,"Yes - I would",0,"Always Legal","No","June","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Hispanic","Yes","Yes",65,72,10,"Yes",6,2,2,"straight","Yes",12,"No","Yes","No",0,1,9,0,0,4,2,10,5,"Yes - I already have",2,"Always Legal","Yes","May","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",2
"Male","Male","Hispanic","Yes","Yes",71,79,60,"Uncertain",3,5,5,"straight","Yes",2,"No","No","No",7,6,5,5,5,3,0,7,7,"Yes - I already have",2,"Legal most of the time","No","November","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Yes",88,94,20,"No",0,3,3,"straight","Yes",5,"No","No","Yes",3,3,7,0,0,0,0,7,8,"Yes - I would",2,"Always Legal","Yes","August","No preference","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Male","Male","East Asian","Yes","Yes",98,96,30,"No",1,3,2,"straight","Yes",13,"No","No","No",9,8,9,1,1,0,0,9,8,"Yes - I would",2,"Legal most of the time","No","October","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","No","No",97,99,10,"No",6,2,2,"straight","Yes",2,"No","No","No",7,9,2,0,0,4,1,7,7,"Yes - I already have",3,"Always Legal","No","May","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Yes",64,92,50,"No",6,4,0,"straight","Yes",6,"No","Yes","No",8,8,2,0,0,1,1,8,8,"Yes - I already have",0,"Always Legal","No","June","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Other","Yes","Yes",69,81,10,"Uncertain",7,1,2,"straight","Yes",10,"No","Yes","No",3,2,9,0,0,3,2,8,7,"Yes - I already have",4,"Always Legal","Yes","September","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Hispanic","Yes","No",92,93,20,"Uncertain",0,4,6,"straight","Yes",8,"No","No","No",9,8,0,3,3,1,2,9,4,"Yes - I already have",3,"Always Legal","No","November","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Female","Female","White","Yes","Yes",78,75,10,"No",0,5,5,"asexual","No",20,"Yes","No","No",7,8,3,0,0,0,3,0,9,"No",2,"Always Legal","Yes","December","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Yes",88,90,10,"No",4,2,4,"straight","Yes",7,"No","No","No",2,2,8,0,0,4,4,7,8,"Yes - I already have",3,"Always Legal","Yes","July","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Male","Male","White","Yes","Yes",97,96,20,"No",5,4,5,"straight","Yes",5,"No","No","No",3,2,9,1,1,0,0,7,3,"Yes - I would",3,"Legal most of the time","No","July","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Other","Yes","No",80,90,40,"No",9,7,8,"straight","Yes",3,"Yes","Yes","No",2,2,9,5,0,8,1,8,10,"Yes - I already have",4,"Always Legal","Yes","March","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","Other","No","No",94,99,15,"No",3,5,5,"asexual","Yes",5,"No","Yes","No",3,4,5,4,6,9,8,5,3,"No",4,"Legal most of the time","No","April","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",1
"Male","Male","White","Yes","Yes",47,67,25,"No",3,4,2,"straight","Yes",7,"No","No","No",10,10,0,2,8,18,2,9,3,"Yes - I already have",2,"Legal most of the time","No","March","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","White","Yes","Yes",93,96,50,"Uncertain",6,5,7,"straight","Yes",7,"No","No","No",6,6,2,10,10,1,1,8,6,"Yes - I already have",3,"Always Legal","No","December","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","Yes",76,94,30,"No",0,0,0,"straight","Yes",6,"No","No","No",4,4,8,0,0,0,1,7,4,"Yes - I would",2,"Always Legal","No","January","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","Black","Yes","Yes",73,96,45,"No",4,3,4,"straight","Yes",8,"No","No","No",9,9,2,3,6,5,1,9,2,"Yes - I already have",3,"Legal most of the time","No","September","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Male","Male","South Asian","Yes","Yes",96,98,15,"No",6,5,4,"straight","Yes",3,"No","No","No",2,2,8,8,2,6,3,8,8,"Yes - I already have",2,"Legal most of the time","Yes","September","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","Black","Yes","Yes",82,61,5,"No",7,3,5,"straight","Yes",12,"No","No","No",9,5,10,0,0,2,2,6,6,"Yes - I already have",4,"Always Legal","Yes","August","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Hispanic","Yes","No",84,87,45,"No",5,5,5,"bi","Some do",12,"No","Yes","Yes",4,5,4,0,0,2,0,4,3,"Yes - I already have",3,"Always Legal","Yes","January","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","South Asian","Yes","Yes",91,92,20,"Yes",5,9,6,"straight","Yes",8,"No","No","No",0,0,10,10,8,2,0,6,10,"Yes - I would",2,"Illegal most of the time","Yes","August","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","Yes",87,92,30,"Uncertain",5,5,5,"straight","Yes",2,"No","No","No",10,10,0,0,0,2,1,1,10,"Yes - I already have",2,"Always Legal","Yes","June","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Yes",85,85,5,"Uncertain",7,5,5,"straight","Yes",5,"No","No","No",10,10,0,10,10,4,5,1,10,"No",3,"Always Illegal","Yes","December","No preference","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","East Asian","No","No",87,89,40,"Uncertain",0,5,8,"straight","Yes",12,"No","No","No",6,4,3,6,4,0,1,4,6,"Yes - I would",2,"Neutral","No","November","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",1
"Female","Female","Black","Yes","Yes",75,93,5,"Uncertain",7,5,5,"straight","Yes",7,"No","Yes","No",9,9,3,10,7,1,2,6,10,"Yes - I already have",4,"Always Legal","Yes","July","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Male","Male","East Asian","Yes","Yes",98,57,10,"No",1,6,7,"straight","Yes",7,"No","No","No",10,8,2,3,7,11,1,9,2,"Yes - I already have",2,"Legal most of the time","Yes","October","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",2
"Male","Male","White","Yes","Yes",79,75,5,"No",2,6,8,"straight","Yes",10,"No","No","No",2,2,8,0,0,22,3,7,5,"Yes - I already have",3,"Legal most of the time","No","November","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","East Asian","No","No",93,97,50,"Uncertain",2,2,5,"straight","Yes",15,"No","No","No",6,6,3,6,4,2,5,3,7,"Yes - I would",2,"Legal most of the time","No","January","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","East Asian","No","No",97,99,10,"No",7,3,7,"straight","Yes",13,"No","No","No",3,3,7,0,0,2,3,7,6,"Yes - I already have",2,"Neutral","No","April","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Yes",93,94,60,"Yes",1,5,5,"straight","Yes",10,"No","No","No",8,8,1,3,3,0,0,5,7,"Unsure",2,"Always Legal","Yes","January","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Black","Yes","Yes",81,96,15,"Uncertain",7,2,3,"straight","Yes",8,"No","No","No",7,9,3,2,2,1,2,3,1,"Yes - I already have",2,"Always Legal","Yes","September","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","White","Yes","Yes",68,72,15,"No",1,4,9,"straight","Yes",12,"No","No","No",3,5,7,0,0,5,2,8,6,"Yes - I already have",4,"Legal most of the time","No","February","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","East Asian","Yes","Yes",76,89,10,"Uncertain",0,3,5,"straight","Yes",6,"No","No","No",10,10,0,0,0,1,1,1,10,"Yes - I already have",1,"Always Legal","No","October","No preference","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Male","Male","White","Yes","Yes",93,96,75,"No",8,2,3,"straight","Yes",7,"No","No","No",1,3,6,0,0,1,0,8,8,"Yes - I already have",3,"Legal most of the time","Yes","August","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Yes",97,97,10,"No",0,0,4,"asexual","No",15,"Yes","No","Yes",8,9,3,0,0,0,0,0,0,"Yes - I would",0,"Always Legal","No","July","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Other","Yes","Yes",66,58,10,"No",10,5,9,"bi","Yes",7,"Yes","Yes","Yes",5,5,9,0,0,0,3,4,10,"Yes - I would",5,"Always Legal","No","August","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","Yes",84,84,20,"No",1,1,7,"straight","Yes",6,"No","No","Yes",1,2,8,0,0,6,1,9,9,"Yes - I already have",0,"Always Legal","No","July","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Male","Male","East Asian","Yes","Yes",92,98,5,"No",0,2,3,"straight","Yes",6,"No","No","No",3,3,7,0,0,0,0,5,5,"Yes - I would",2,"Legal most of the time","Yes","December","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Male","Male","Hispanic","Yes","No",84,94,35,"No",7,4,6,"straight","Yes",8,"No","No","No",4,3,8,1,0,2,1,6,9,"Yes - I already have",3,"Legal most of the time","Yes","July","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","Hispanic","Yes","No",93,99,10,"No",3,5,8,"straight","Yes",3,"No","No","No",9,7,3,0,2,7,1,6,10,"Yes - I already have",5,"Always Legal","No","August","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
