"gender","genderID","greek","homeTown","ethnicity","religion","religious","likeMath","calculus","ACT","GPA","partyHr","drinks","sexPartners","relationships","callParents","socialMedia","texts","goodOrWell","expectedIncome","president","DACA","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career"
"Male","Male","No","Big City Subrub","White","Christian",5,5,"Yes",24,3.5,5,13,19,1,7,2,5,5,1000,"Chose not to vote",0,5,"Democratic",3,10,0,100,7
"Male","Male","Yes","Medium City","White","Christian",7,9,"Yes",33,3.7,18,25,2,1,3,2,10,5,150,"Not eligible to vote",4,7,"Republican",1,10,20,70,4
"Female","Female","No","Small Town","White","Christian",3,6,"No",26,4,5,3,2,2,4,4,5,5,80,"Not eligible to vote",2,7,"Republican",4,6,10,30,1
"Female","Female","No","Big City","Black","Agnostic",2,1,"Yes",20,3.2,5,2,0,0,2,5,3,5,100,"Chose not to vote",0,3,"Democratic",5,7,20,100,5
"Female","Female","No","Big City Subrub","White","Christian",0,2,"No",23,3.5,6,6,7,3,2,4,3,6,100,"Hillary Clinton",4,5,"Republican",6,8,0,100,4
"Female","Female","No","Big City","Hispanic","Christian",5,4,"No",27,2.7,15,5,8,0,3,4,6,5,65,"Hillary Clinton",0,5,"Republican",5,4,15,90,5
"Female","Female","No","Big City","Hispanic","Christian",3,8,"Yes",23,3.9,6,6,3,3,5,2,3,7,900,"Hillary Clinton",0,2,"Democratic",6,9,0,0,8
"Female","Female","No","Big City Subrub","East Asian","Atheist",0,4,"Yes",31,3.5,0,0,0,1,2,6,4,7,80,"Not eligible to vote",3,5,"Democratic",3,8,0,100,8
"Female","Female","No","Medium City","Hispanic","Christian",7,0,"Yes",28,3.2,3,2,1,4,7,3,4,5,100,"Hillary Clinton",0,3,"Democratic",8,6,5,100,5
"Male","Male","No","Big City Subrub","White","Christian",4,9,"Yes",29,3.8,8,0,0,0,3,10,10,7,130,"Not eligible to vote",5,5,"Other",3,5,0,90,8
"Female","Female","No","Big City","Black","Christian",7,7,"No",25,1,0,0,1,1,6,5,10,10,90,"Not eligible to vote",0,4,"Democratic",7,8,10,20,9
"Female","Female","Yes","Big City","White","Christian",6,5,"No",29,4,10,10,0,0,10,3,13,5,20000,"Not eligible to vote",9,3,"Democratic",5,8,0,70,2
"Male","Male","No","Big City Subrub","East Asian","Christian",5,7,"Yes",29,3.8,10,1,0,0,5,3,5,7,80,"Not eligible to vote",5,5,"Other",5,7,0,100,4
"Female","Female","No","Big City Subrub","East Asian","Christian",6,3,"No",30,3.2,10,0,2,0,4,10,20,8,600,"Hillary Clinton",0,4,"Democratic",5,7,10,0,8
"Female","Female","No","Big City Subrub","White","Christian",1,5,"Yes",29,3.8,4,5,0,0,7,1,2,7,150,"Hillary Clinton",0,1,"Democratic",2,8,10,90,7
"Female","Female","No","Medium City","White","Christian",9,5,"Yes",31,3.9,1,0,5,2,4,2,7,6,100,"Not eligible to vote",0,5,"Republican",3,9,15,80,9
"Female","Female","Yes","Big City Subrub","South Asian","Religious but not one of the above",6,7,"Yes",26,3.6,8,0,0,2,16,3,5,5,600,"Hillary Clinton",0,4,"Democratic",3,10,0,100,8
"Female","Female","No","Big City Subrub","White","Christian",7,0,"Yes",26,3.8,8,10,0,0,2,1,4,6,80,"Donald Trump",2,9,"Republican",3,7,10,0,10
"Female","Female","No","Big City Subrub","Black","Muslim",7,0,"No",20,3.3,2,0,2,1,2,2,3,7,100,"Hillary Clinton",0,4,"Democratic",2,7,15,80,8
"Female","Female","Yes","Medium City","White","Christian",8,7,"Yes",25,3.8,0,0,0,1,5,2,6,5,82,"Hillary Clinton",3,5,"Independent",7,7,0,100,7
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",6,5,"No",20,3.1,5,2,1,2,3,3,2,10,50,"Hillary Clinton",0,3,"Democratic",5,10,0,0,5
"Female","Female","No","Small Town","Other","Christian",9,7,"No",24,3.5,1,0,1,1,5,3,5,6,10000,"Not eligible to vote",0,3,"Democratic",4,8,50,0,6
"Female","Female","No","Big City Subrub","White","Christian",5,4,"Yes",28,3.7,20,15,0,0,20,3,9,7,200,"Not eligible to vote",4,8,"Republican",3,4,0,90,0
"Female","Female","No","Big City Subrub","White","Christian",5,4,"Yes",31,2.9,6,10,8,2,8,3,12,5,150,"Hillary Clinton",0,2,"Democratic",3,2,15,20,8
"Male","Male","No","Big City Subrub","East Asian","Christian",6,7,"Yes",33,3.5,0,0,0,0,1,1,4,8,500,"Chose not to vote",5,8,"Libertarian",3,7,0,100,1
"Male","Male","No","Big City","Hispanic","Christian",9,7,"Yes",23,2.7,0,0,0,1,6,3,3,0,25,"Chose not to vote",5,5,"Democratic",4,9,10,100,3
"Female","Female","No","Big City Subrub","White","Jewish",3,3,"No",23,2.8,4,0,1,1,5,3,4,5,80,"Hillary Clinton",0,3,"Democratic",6,6,0,90,2
"Female","Female","No","Big City","East Asian","Agnostic",2,10,"Yes",32,3.7,0,0,0,0,1,1,3,10,100,"Not eligible to vote",7,5,"Other",8,8,0,100,10
"Male","Male","Yes","Big City Subrub","White","Christian",8,7,"No",26,3,4,10,2,1,4,5,10,9,250,"Donald Trump",8,9,"Republican",5,9,0,100,7
"Male","Male","No","Big City","East Asian","Christian",2,4,"Yes",32,2.7,4,1,2,1,1,5,6,8,100,"Chose not to vote",0,2,"Other",5,9,0,100,8
"Female","Female","No","Big City Subrub","White","Jewish",7,8,"Yes",32,4,3,1,0,0,7,2,3,2,80,"Not eligible to vote",1,3,"Democratic",4,9,0,80,9
"Female","Female","No","Big City","East Asian","Atheist",2,8,"Yes",32,3.9,1,0,1,2,1,3,10,7,400,"Not eligible to vote",1,3,"Independent",8,10,0,100,5
"Female","Female","No","Medium City","East Asian","Atheist",2,7,"Yes",34,3.8,0,0,0,1,10,2,4,9,100,"Not eligible to vote",4,5,"Democratic",5,9,0,100,7
"Male","Male","No","Medium City","South Asian","Hindu",8,10,"Yes",32,3.5,3,0,0,0,3,2,2,5,200,"Not eligible to vote",0,5,"Independent",9,10,0,100,8
"Female","Female","Yes","Big City Subrub","White","Atheist",0,1,"No",26,3.7,1,1,1,2,0,6,10,2,60,"Not eligible to vote",0,0,"Democratic",4,1,15,80,9
"Female","Female","Yes","Big City Subrub","White","Jewish",4,6,"Yes",28,3.4,8,6,2,1,20,3,7,7,100,"Not eligible to vote",0,3,"Democratic",5,10,0,90,8
"Female","Female","No","Big City","Hispanic","Christian",5,5,"Yes",23,4,1,0,1,1,4,2,4,5,98,"Not eligible to vote",0,3,"Democratic",5,8,15,10,9
"Male","Male","No","Medium City","Other","Atheist",0,5,"Yes",27,2,8,15,4,2,1,1,10,2,60,"Hillary Clinton",0,3,"Democratic",5,3,5,80,3
"Female","Female","No","Big City","White","Atheist",3,0,"No",28,3.7,20,16,1,1,3,2,10,6,250,"Not eligible to vote",0,3,"Democratic",6,9,0,90,4
"Female","Female","Yes","Big City Subrub","White","Christian",6,1,"No",27,3.9,5,3,0,0,1,4,8,0,25,"Hillary Clinton",0,0,"Democratic",10,5,20,100,0
"Male","Male","No","Big City","East Asian","Buddhist",0,4,"No",29,3.4,0,0,0,1,4,5,2,10,200,"Not eligible to vote",5,5,"Other",8,8,0,20,4
"Female","Female","No","Medium City","Black","Religious but not one of the above",5,5,"No",21,3.5,1,0,2,2,9,4,5,5,999,"Not eligible to vote",0,5,"Other",2,5,0,0,10
"Female","Female","No","Small Town","White","Christian",8,7,"Yes",27,4,0,0,0,1,7,5,15,5,180,"Not eligible to vote",8,7,"Republican",4,8,0,10,7
"Female","Female","No","Big City Subrub","White","Religious but not one of the above",3,1,"No",27,3.8,12,6,1,1,4,5,9,5,80,"Not eligible to vote",0,2,"Democratic",7,10,0,100,7
"Female","Female","No","Big City","Hispanic","Christian",6,0,"No",25,3.8,0,0,0,0,3,1,3,0,70,"Not eligible to vote",0,2,"Democratic",4,7,0,10,6
"Female","Female","No","Big City Subrub","Black","Christian",7,6,"No",25,4,8,8,0,1,1,6,7,6,60,"Not eligible to vote",0,2,"Democratic",7,7,0,20,7
"Female","Female","No","Big City Subrub","East Asian","Buddhist",1,7,"Yes",31,3.5,2,0,0,0,1,2,1,10,100,"Not eligible to vote",10,5,"Democratic",9,10,5,20,10
"Male","Male","No","Medium City","White","Jewish",8,8,"Yes",24,3.9,5,20,1,1,4,2,3,7,500,"Hillary Clinton",0,4,"Independent",5,9,5,20,7
"Female","Female","No","Big City","East Asian","Christian",3,3,"No",34,3.9,1,2,0,0,7,2,3,10,10000,"Not eligible to vote",0,4,"Democratic",5,10,0,100,5
"Female","Female","No","Big City","East Asian","Atheist",0,8,"Yes",30,3.7,0,0,0,0,5,5,7,6,30,"Not eligible to vote",5,5,"Other",6,8,0,100,4
"Female","Female","No","Big City","South Asian","Hindu",3,9,"Yes",36,3.6,4,0,0,1,6,10,4,9,10000,"Not eligible to vote",0,2,"Other",2,8,0,100,2
"Male","Male","No","Big City","East Asian","Christian",1,0,"Yes",32,3.3,5,0,2,4,7,3,10,5,150,"Not eligible to vote",5,5,"Democratic",5,9,0,100,3
"Female","Female","Yes","Big City Subrub","White","Jewish",4,8,"Yes",29,3.9,15,20,4,1,5,2,30,4,200,"Hillary Clinton",0,2,"Democratic",4,8,15,80,10
"Male","Male","No","Big City Subrub","Black","Christian",8,4,"Yes",23,2.9,4,5,0,1,2,1,2,5,150,"Hillary Clinton",5,5,"Democratic",5,8,25,100,6
"Male","Male","No","Small Town","White","Agnostic",0,6,"Yes",31,3.2,2,3,3,2,1,1,2,4,80,"Hillary Clinton",0,4,"Independent",6,8,20,20,5
"Female","Female","No","Big City Subrub","East Asian","Jewish",8,7,"Yes",33,3.6,5,0,2,1,4,7,8,5,200,"Chose not to vote",2,4,"Democratic",3,7,25,100,7
"Female","Female","No","Big City Subrub","East Asian","Atheist",0,3,"No",28,3.8,2,2,1,0,3,3,4,9,80,"Chose not to vote",0,0,"Democratic",3,4,0,0,7
"Male","Male","No","Big City Subrub","South Asian","Hindu",8,9,"Yes",30,3.6,0,0,0,1,7,2,2,4,200,"Not eligible to vote",5,5,"Other",6,10,0,100,5
"Male","Male","No","Big City","East Asian","Atheist",5,5,"Yes",33,3.5,2,2,3,3,2,3,3,5,100,"Not eligible to vote",5,5,"Other",5,5,0,100,5
"Female","Female","Yes","Big City Subrub","White","Christian",7,5,"No",32,3.9,16,20,4,1,3,5,10,0,80,"Hillary Clinton",0,4,"Democratic",4,9,10,80,9
"Female","Female","No","Big City","East Asian","Atheist",2,9,"Yes",29,3.6,2,0,0,0,6,2,10,6,600,"Chose not to vote",5,5,"Other",8,9,0,60,9
"Male","Male","No","Big City Subrub","Hispanic","Agnostic",1,7,"No",25,2.8,0,0,0,0,2,1,2,7,50,"Hillary Clinton",0,2,"Democratic",7,7,0,20,4
"Male","Male","Yes","Big City Subrub","White","Christian",6,7,"Yes",34,3.6,6,20,0,0,3,4,5,9,120,"Gary Johnson",3,8,"Republican",3,7,0,90,2
"Male","Male","No","Big City","East Asian","Atheist",2,4,"Yes",30,3.8,5,1,3,2,0,4,5,8,1000,"Donald Trump",3,7,"Independent",5,4,50,100,7
"Female","Female","No","Medium City","East Asian","Buddhist",3,7,"Yes",31,3.7,6,0,2,3,2,2,6,8,10000,"Not eligible to vote",5,5,"Other",6,10,0,100,4
"Female","Female","No","Big City","East Asian","Religious but not one of the above",2,6,"Yes",34,3.9,3,0,1,5,10,6,6,10,200,"Not eligible to vote",5,5,"Other",0,10,0,100,8
"Female","Female","No","Big City Subrub","White","Christian",7,9,"Yes",32,3.9,3,1,0,0,1,6,2,3,100,"Hillary Clinton",0,2,"Democratic",3,8,0,0,5
"Male","Male","No","Small Town","Other","Agnostic",0,5,"No",23,2.8,3,6,1,1,8,2,4,10,400,"Hillary Clinton",0,2,"Democratic",5,10,25,20,10
"Female","Female","No","Medium City","White","Agnostic",0,8,"Yes",28,3.8,0,0,0,0,1,6,4,5,110,"Hillary Clinton",0,3,"Democratic",4,3,0,20,9
"Female","Female","No","Big City","East Asian","Religious but not one of the above",0,5,"Yes",31,4,0,0,3,2,4,3,4,5,100,"Not eligible to vote",5,5,"Other",4,5,0,100,0
"Female","Female","No","Big City Subrub","Hispanic","Agnostic",10,9,"Yes",23,3.3,0,0,1,2,2,4,2,0,70,"Hillary Clinton",0,0,"Democratic",6,3,15,10,9
"Female","Female","No","Small Town","White","Christian",5,5,"Yes",25,4,14,12,1,1,3,2,2,7,100,"Donald Trump",7,7,"Republican",6,9,0,100,10
"Female","Female","No","Big City","Hispanic","Christian",5,0,"No",21,2.8,5,8,5,1,1,10,3,10,100,"Hillary Clinton",0,3,"Democratic",3,6,25,60,4
"Female","Female","No","Big City Subrub","East Asian","Buddhist",2,0,"Yes",32,3.9,0,0,0,0,1,0,5,7,120,"Not eligible to vote",0,2,"Democratic",5,9,10,80,7
"Male","Male","No","Medium City","South Asian","Hindu",6,6,"Yes",28,4,10,10,2,2,13,9,10,5,999,"Hillary Clinton",0,3,"Democratic",3,8,0,100,8
"Female","Female","No","Medium City","White","Christian",7,6,"Yes",30,4,0,0,0,1,1,1,7,3,80,"Donald Trump",5,5,"Other",5,9,0,80,8
"Male","Male","Yes","Small Town","White","Christian",3,8,"Yes",30,3.9,8,10,0,0,5,5,30,10,50,"Hillary Clinton",5,5,"Democratic",5,8,10,10,8
"Female","Female","Yes","Big City Subrub","White","Christian",7,4,"No",30,3.5,10,0,2,2,5,1,4,2,100,"Chose not to vote",0,4,"Democratic",5,7,0,70,8
"Female","Female","Yes","Medium City","White","Christian",8,7,"Yes",28,4,0,0,0,1,5,1,4,6,100,"Not eligible to vote",0,4,"Libertarian",7,8,0,50,2
"Male","Male","No","Big City","Black","Christian",7,5,"Yes",27,3.2,15,5,0,2,4,10,7,10,6000,"Gary Johnson",0,3,"Democratic",3,7,0,50,9
"Female","Female","No","Big City","Other","Christian",5,8,"Yes",34,4,8,5,0,0,3,5,3,5,90,"Not eligible to vote",4,5,"Republican",4,9,0,10,10
"Female","Female","No","Big City","White","Agnostic",4,7,"Yes",26,3.9,0,0,0,1,1,2,3,4,60,"Donald Trump",10,5,"Republican",6,10,15,70,10
"Female","Female","No","Big City Subrub","Other","Agnostic",0,7,"Yes",30,3.6,10,9,1,1,3,2,24,5,80,"Not eligible to vote",0,2,"Democratic",6,9,0,100,7
"Male","Male","No","Big City Subrub","White","Agnostic",1,5,"Yes",35,3.3,0,0,0,0,2,5,2,8,100,"Hillary Clinton",0,7,"Democratic",2,6,0,90,1
"Female","Female","No","Big City Subrub","White","Christian",6,3,"No",26,3.3,0,0,6,2,1,1,2,5,100,"Not eligible to vote",0,5,"Other",4,6,35,20,10
"Male","Male","No","Medium City","East Asian","Atheist",0,8,"Yes",32,3.5,5,5,3,1,15,10,2,9,100,"Not eligible to vote",0,5,"Other",5,5,20,100,3
"Male","Male","Yes","Big City Subrub","White","Christian",2,3,"Yes",30,3.3,15,50,5,0,1,2,8,7,100,"Chose not to vote",3,5,"Independent",3,9,0,0,1
"Female","Female","No","Small Town","East Asian","Atheist",0,7,"Yes",32,3.4,1,2,0,1,1,3,2,6,90,"Chose not to vote",0,2,"Democratic",4,4,0,20,5
"Male","Male","No","Small Town","White","Agnostic",3,5,"No",27,3.7,3,5,1,1,1,2,4,1,500,"Not eligible to vote",0,3,"Democratic",9,9,0,100,2
"Female","Female","No","Big City","East Asian","Atheist",1,7,"Yes",32,3.4,0,0,1,3,5,3,10,6,300,"Not eligible to vote",5,5,"Other",5,10,10,100,8
"Female","Female","No","Big City Subrub","Hispanic","Christian",7,10,"Yes",22,2.9,10,10,4,0,7,10,5,10,70000,"Hillary Clinton",0,2,"Democratic",0,8,5,0,8
"Female","Female","No","Medium City","White","Agnostic",3,1,"No",25,3.7,1,2,2,6,2,2,6,4,400,"Hillary Clinton",0,0,"Democratic",6,6,20,70,6
"Female","Female","No","Small Town","White","Atheist",0,6,"Yes",28,4,0,0,1,1,1,4,3,6,90,"Not eligible to vote",0,1,"Democratic",5,10,0,10,8
"Female","Female","No","Big City","South Asian","Muslim",6,0,"Yes",28,3.4,4,5,0,0,20,2,7,6,210,"Hillary Clinton",0,0,"Democratic",4,9,0,100,8
"Female","Female","No","Big City Subrub","White","Jewish",4,4,"No",26,3.6,7,12,0,0,9,1,5,0,150,"Not eligible to vote",0,1,"Democratic",5,10,15,10,3
"Male","Male","Yes","Big City Subrub","Hispanic","Agnostic",0,0,"Yes",26,3.4,4,10,3,0,7,5,10,4,50,"Hillary Clinton",0,2,"Independent",5,8,30,100,5
"Male","Male","No","Big City Subrub","South Asian","Atheist",0,2,"Yes",30,3.5,10,20,4,0,4,2,5,5,1000,"Hillary Clinton",0,3,"Democratic",3,8,0,100,10
"Female","Female","No","Big City","Hispanic","Atheist",0,7,"Yes",27,3.1,0,0,1,3,0,6,2,4,50,"Hillary Clinton",0,2,"Democratic",5,10,15,0,6
"Male","Male","No","Big City Subrub","White","Christian",4,6,"Yes",33,3.7,1,1,1,2,1,4,6,5,130,"Not eligible to vote",1,6,"Democratic",7,8,5,80,10
"Female","Female","No","Big City Subrub","White","Christian",8,4,"No",27,3.2,1,0,0,1,2,1,7,5,200,"Not eligible to vote",3,5,"Independent",4,9,0,50,8
"Male","Male","No","Big City Subrub","South Asian","Christian",7,9,"Yes",28,3.9,1,0,1,1,5,4,6,8,120,"Hillary Clinton",0,5,"Democratic",4,9,0,90,8
"Male","Male","No","Big City","East Asian","Christian",5,7,"Yes",31,3.8,20,10,1,1,7,2,1,8,100,"Chose not to vote",0,2,"Democratic",3,10,25,50,10
"Female","Female","No","Big City Subrub","White","Christian",1,9,"Yes",29,3.9,8,10,0,0,6,1,10,6,120,"Not eligible to vote",0,0,"Independent",5,10,0,100,0
"Male","Male","No","Big City","East Asian","Atheist",0,9,"Yes",32,3.6,1,0,1,1,4,2,5,5,20,"Not eligible to vote",5,5,"Other",0,10,0,100,5
"Female","Female","No","Big City Subrub","White","Christian",6,6,"Yes",35,4,5,2,15,2,5,2,10,3,100,"Hillary Clinton",5,3,"Democratic",8,8,5,80,6
"Female","Female","Yes","Big City Subrub","White","Christian",3,7,"Yes",26,3.3,16,20,2,1,3,2,7,6,90,"Donald Trump",5,6,"Republican",4,10,0,100,7
"Female","Female","No","Big City","Black","Christian",6,9,"No",22,3.7,7,0,0,1,10,10,20,5,100,"Not eligible to vote",0,5,"Democratic",3,10,10,20,7
"Female","Female","No","Small Town","White","Christian",5,8,"Yes",30,3.8,1,0,1,2,4,3,4,5,90,"Not eligible to vote",5,7,"Libertarian",4,10,10,90,10
"Female","Female","No","Big City","Hispanic","Christian",7,9,"Yes",27,3.8,2,1,0,1,5,2,3,5,80,"Not eligible to vote",0,4,"Democratic",5,8,10,10,5
"Female","Female","No","Big City Subrub","White","Christian",6,4,"Yes",30,4,9,10,0,0,5,1,7,4,98,"Chose not to vote",3,4,"Democratic",4,10,0,70,10
"Female","Female","Yes","Big City","East Asian","Christian",2,6,"Yes",32,3.5,6,15,1,1,1,6,3,6,1000,"Not eligible to vote",0,4,"Democratic",6,3,0,100,2
"Female","Female","Yes","Medium City","East Asian","Religious but not one of the above",0,4,"No",20,3.6,1,0,4,3,3,5,6,5,22,"Not eligible to vote",3,3,"Other",4,4,25,30,4
"Female","Female","Yes","Big City Subrub","White","Christian",8,9,"Yes",34,2.4,6,8,1,0,3,1,2,5,150,"Gary Johnson",0,4,"Independent",7,9,15,60,3
"Female","Female","No","Medium City","Other","Christian",7,0,"No",24,2.9,0,1,1,1,2,3,6,2,80,"Chose not to vote",0,0,"Democratic",5,7,50,0,10
"Female","Female","No","Big City","South Asian","Atheist",0,4,"Yes",28,3.9,3,3,0,0,6,3,5,5,50,"Not eligible to vote",0,0,"Democratic",4,2,0,10,5
"Male","Male","Yes","Big City Subrub","White","Christian",5,3,"Yes",27,2.1,7,10,10,3,1,2,5,8,100,"Chose not to vote",0,6,"Democratic",4,7,0,0,5
"Female","Female","No","Big City Subrub","White","Christian",9,9,"Yes",24,3.4,10,15,4,1,1,1,3,5,80,"Chose not to vote",5,5,"Republican",7,9,20,0,10
"Male","Male","Yes","Big City Subrub","White","Christian",2,6,"No",31,3.7,10,12,3,0,2,3,5,6,150,"Hillary Clinton",0,3,"Democratic",4,10,0,100,2
"Female","Female","Yes","Big City Subrub","White","Christian",3,4,"Yes",30,3.9,20,30,0,2,5,3,10,8,100,"Chose not to vote",0,1,"Democratic",5,10,5,30,2
"Female","Female","No","Big City Subrub","Other","Muslim",3,0,"No",28,3.7,2,0,0,0,7,4,3,5,300,"Hillary Clinton",0,4,"Independent",5,9,20,10,7
"Female","Female","No","Big City Subrub","East Asian","Atheist",2,4,"Yes",32,4,0,0,0,1,1,3,1,5,90,"Not eligible to vote",5,5,"Democratic",3,10,0,60,2
"Male","Male","Yes","Small Town","White","Christian",8,7,"Yes",26,3.1,5,20,29,6,6,2,5,5,500,"Donald Trump",5,10,"Republican",2,8,5,100,9
"Male","Male","No","Big City","East Asian","Atheist",3,5,"Yes",34,3.4,2,5,5,4,1,5,5,10,300,"Not eligible to vote",5,3,"Democratic",2,8,0,100,7
"Male","Male","No","Big City Subrub","South Asian","Hindu",7,9,"Yes",33,4,12,10,2,1,7,3,7,8,400,"Not eligible to vote",1,5,"Democratic",0,10,0,100,8
"Female","Female","No","Small Town","South Asian","Hindu",6,7,"Yes",27,3.1,4,6,7,0,14,2,5,4,70,"Hillary Clinton",0,2,"Democratic",5,8,10,70,8
"Female","Female","No","Big City Subrub","White","Christian",3,7,"Yes",31,4,0,0,1,1,4,3,3,6,100,"Not eligible to vote",2,4,"Independent",3,10,0,100,3
"Male","Male","Yes","Small Town","East Asian","Jewish",5,4,"No",27,3.6,10,13,3,1,9,2,2,7,200,"Donald Trump",4,6,"Republican",3,10,5,100,10
"Male","Male","No","Big City","Hispanic","Religious but not one of the above",0,9,"Yes",28,3.6,0,0,0,1,4,0,2,10,250,"Not eligible to vote",10,5,"Independent",0,1,5,10,10
"Male","Male","No","Big City Subrub","South Asian","Hindu",1,7,"Yes",32,3.5,4,10,1,1,2,4,3,3,200,"Hillary Clinton",2,6,"Libertarian",5,5,0,100,3
"Female","Female","Yes","Big City Subrub","White","Agnostic",1,6,"No",27,3.4,4,3,2,1,0,3,2,6,200,"Chose not to vote",0,0,"Democratic",3,1,0,100,0
"Male","Male","No","Medium City","East Asian","Christian",2,8,"Yes",32,4,5,0,0,1,10,1,6,7,450,"Not eligible to vote",2,4,"Democratic",5,10,0,0,0
"Female","Female","Yes","Small Town","Hispanic","Christian",7,1,"No",27,3.4,8,11,2,1,4,2,5,9,150,"Not eligible to vote",5,5,"Democratic",5,9,15,100,6
"Male","Male","No","Big City Subrub","East Asian","Christian",8,5,"Yes",34,3.8,0,0,2,2,1,1,2,5,400,"Donald Trump",5,7,"Libertarian",3,5,0,100,8
"Female","Female","No","Small Town","Hispanic","Agnostic",0,5,"Yes",24,3,2,2,1,1,4,3,6,5,90,"Chose not to vote",0,1,"Democratic",5,8,0,60,5
"Female","Female","No","Medium City","White","Christian",5,5,"Yes",27,4,2,2,0,1,2,2,3,7,50,"Not eligible to vote",0,5,"Independent",4,7,5,50,9
"Male","Male","Yes","Big City Subrub","Hispanic","Atheist",0,8,"Yes",30,3.4,10,30,4,1,1,1,3,10,220,"Hillary Clinton",10,5,"Democratic",10,10,0,60,0
"Female","Female","No","Big City Subrub","White","Atheist",0,4,"No",28,3.9,7,10,1,1,2,4,8,5,80,"Not eligible to vote",0,0,"Democratic",5,8,0,0,5
"Male","Male","No","Big City Subrub","White","Religious but not one of the above",5,2,"No",30,3.5,3,10,50,4,2,2,5,10,500,"Jill Stein",0,1,"Democratic",8,10,35,0,4
"Male","Male","No","Medium City","White","Buddhist",0,5,"No",26,3.6,15,15,10,2,2,1,8,5,150,"Chose not to vote",0,5,"Independent",5,10,0,10,8
"Male","Male","No","Big City Subrub","East Asian","Atheist",4,8,"Yes",32,4,8,1,0,3,6,8,7,4,1,"Chose not to vote",0,0,"Other",5,5,10,20,6
"Male","Male","No","Big City Subrub","South Asian","Muslim",5,7,"Yes",28,3.8,4,0,0,1,4,2,4,6,100,"Hillary Clinton",0,3,"Democratic",3,7,0,80,5
"Male","Male","No","Big City Subrub","Hispanic","Christian",3,8,"Yes",28,3.7,17,24,1,1,1,2,6,7,120,"Hillary Clinton",0,5,"Democratic",6,3,0,0,8
"Male","Male","No","Medium City","White","Christian",6,7,"Yes",29,3.2,5,15,9,7,5,1,10,2,1000,"Hillary Clinton",7,6,"Republican",5,8,0,10,10
"Female","Female","No","Big City","East Asian","Atheist",1,3,"Yes",30,3.8,1,0,0,1,3,2,2,6,100,"Not eligible to vote",5,5,"Other",3,9,0,100,2
"Female","Female","No","Big City Subrub","White","Christian",10,0,"Yes",24,4,2,2,1,1,4,1,5,5,100,"Donald Trump",5,7,"Republican",5,7,0,0,8
"Male","Male","Yes","Big City Subrub","South Asian","Hindu",3,5,"Yes",32,3.2,50,50,3,1,1,5,10,10,10000,"Hillary Clinton",0,3,"Democratic",0,5,0,100,3
"Female","Female","No","Big City","Black","Muslim",7,5,"Yes",18,3,5,1,0,0,1,3,7,0,150,"Hillary Clinton",0,8,"Democratic",10,9,25,90,10
"Female","Female","No","Big City","Hispanic","Christian",7,8,"Yes",25,3.6,3,2,0,0,1,4,6,6,100,"Not eligible to vote",0,3,"Democratic",4,4,5,10,0
"Male","Male","No","Big City Subrub","South Asian","Hindu",6,8,"Yes",27,3,4,2,0,1,4,2,5,5,150,"Hillary Clinton",5,7,"Independent",5,7,25,100,4
"Female","Female","No","Big City Subrub","White","Agnostic",1,4,"Yes",26,3.4,2,2,3,2,0,2,3,4,70,"Hillary Clinton",0,2,"Democratic",5,4,10,0,5
"Male","Male","Yes","Small Town","White","Christian",3,2,"Yes",28,3.5,8,20,0,0,3,4,7,4,120,"Hillary Clinton",7,4,"Democratic",3,10,15,70,3
"Male","Male","No","Big City","Hispanic","Agnostic",1,7,"Yes",28,3.6,6,6,2,3,5,5,2,3,150,"Not eligible to vote",0,2,"Democratic",6,8,0,0,7
"Female","Female","No","Big City","East Asian","Agnostic",0,10,"Yes",31,3.9,4,0,0,0,7,5,10,7,60,"Not eligible to vote",0,5,"Independent",6,8,0,100,8
"Female","Female","No","Small Town","White","Christian",5,3,"No",21,2.9,0,0,1,1,5,5,3,1,50,"Not eligible to vote",0,0,"Democratic",5,10,0,100,3
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",1,3,"Yes",28,3.3,14,15,8,1,15,5,5,10,250,"Hillary Clinton",0,2,"Democratic",5,9,0,100,8
"Female","Female","No","Big City","Black","Christian",5,3,"Yes",24,3.7,10,0,1,0,7,4,1,8,100,"Hillary Clinton",4,2,"Democratic",1,8,0,50,3
"Female","Female","No","Medium City","Black","Christian",8,8,"Yes",20,3,0,0,0,0,1,1,0,10,100,"Not eligible to vote",0,5,"Other",5,10,5,0,9
"Male","Male","No","Big City Subrub","East Asian","Christian",2,2,"Yes",32,3.7,2,0,2,4,1,2,1,8,500,"Gary Johnson",4,2,"Democratic",5,8,0,100,8
"Female","Female","No","Medium City","East Asian","Buddhist",0,0,"Yes",34,3.8,0,0,0,1,4,5,6,5,60,"Not eligible to vote",0,1,"Democratic",5,8,0,100,1
"Female","Female","No","Big City","East Asian","Christian",8,8,"Yes",30,3.8,0,0,0,0,7,1,4,4,100,"Not eligible to vote",2,6,"Green",6,10,0,90,7
"Male","Male","No","Big City Subrub","East Asian","Buddhist",3,4,"Yes",25,3.8,0,1,0,0,1,1,4,5,60,"Not eligible to vote",0,2,"Democratic",3,9,0,70,5
"Male","Male","Yes","Big City Subrub","White","Atheist",0,9,"Yes",31,3.9,15,50,1,2,6,4,12,7,250,"Hillary Clinton",0,0,"Other",5,8,0,80,4
